date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup
1978-01-21,France,England,15,6,"1978 Five Nations","Parc des Princes",Paris,France,False,False
1978-01-29,Spain,France,3,20,"1978 Federation Internationale de Rugby Amateur Championship","Valle Hermoso",Madrid,Spain,False,False
1978-02-04,Italy,France,9,31,,,,,False,False
1978-02-04,Scotland,France,16,19,"1978 Five Nations",Murrayfield,Edinburgh,Scotland,False,False
1978-02-18,France,Ireland,10,9,"1978 Five Nations","Parc des Princes",Paris,France,False,False
1978-03-18,Wales,France,16,7,"1978 Five Nations","Cardiff Arms Park",Cardiff,Wales,False,False
1978-09-09,"Hong Kong",France,0,26,"1978 France Tour of Japan & Canada",,,,False,False
1978-09-14,"Japan XV",France,10,61,"1978 France Tour of Japan & Canada",,,,False,False
1978-09-17,"Western Japan",France,18,90,"1978 France Tour of Japan & Canada",,,,False,False
1978-09-20,Kyushu,France,0,0,"1978 France Tour of Japan & Canada",,,,False,False
1978-09-23,Japan,France,16,55,"1978 France Tour of Japan & Canada","National Kasumigaoka Stadium",Tokyo,Japan,False,False
1978-09-26,"British Columbia",France,10,17,"1978 France Tour of Japan & Canada",,,,False,False
1978-09-30,Canada,France,9,24,"1978 France Tour of Japan & Canada","Kingsland Rugby Park",Calgary,Canada,False,False
1978-12-04,Romania,France,6,9,"1978 Federation Internationale de Rugby Amateur Championship",,,,False,False
1979-01-20,Ireland,France,9,9,"1979 Five Nations","Lansdowne Road",Dublin,Ireland,False,False
1979-02-17,France,Wales,14,13,"1979 Five Nations","Parc des Princes",Paris,France,False,False
1979-02-18,Italy,France,9,15,,,,,False,False
1979-03-03,England,France,7,6,"1979 Five Nations",Twickenham,London,England,False,False
1979-03-04,France,Spain,92,0,"1979 Federation Internationale de Rugby Amateur Championship",,,,False,False
1979-03-17,France,Scotland,21,17,"1979 Five Nations","Parc des Princes",Paris,France,False,False
1979-06-16,Fiji,France,4,13,"1979 France Tour of Fiji & New Zealand","National Stadium",Suva,Fiji,False,False
1979-06-20,Marlborough,France,15,35,"1979 France Tour of Fiji & New Zealand",,,,False,False
1979-06-23,Waikato,France,18,15,"1979 France Tour of Fiji & New Zealand",,,,False,False
1979-06-27,"North Auckland",France,3,16,"1979 France Tour of Fiji & New Zealand",,,,False,False
1979-06-30,Wellington,France,9,14,"1979 France Tour of Fiji & New Zealand",,,,False,False
1979-07-03,"Hawke's Bay",France,13,31,"1979 France Tour of Fiji & New Zealand",,,,False,False
1979-07-07,"New Zealand",France,23,9,"1979 France Tour of Fiji & New Zealand","Lancaster Park",Christchurch,"New Zealand",False,False
1979-07-10,Southland,France,12,11,"1979 France Tour of Fiji & New Zealand",,,,False,False
1979-07-14,"New Zealand",France,19,24,"1979 France Tour of Fiji & New Zealand","Eden Park",Auckland,"New Zealand",False,False
1979-09-18,Tunisia,France,3,104,,,,,False,False
1979-09-22,France,Italy,38,12,,,,,False,False
1979-12-02,France,Romania,30,12,"1979 Federation Internationale de Rugby Amateur Championship","Stade de Sapiac",Montauban,France,False,False
1980-01-19,Wales,France,18,9,"1980 Five Nations","Cardiff Arms Park",Cardiff,Wales,False,False
1980-02-02,France,England,13,17,"1980 Five Nations","Parc des Princes",Paris,France,False,False
1980-02-03,Morocco,France,4,33,,,,,False,False
1980-02-16,Scotland,France,22,14,"1980 Five Nations",Murrayfield,Edinburgh,Scotland,False,False
1980-02-17,France,Italy,46,9,,,,,False,False
1980-03-01,France,Ireland,19,18,"1980 Five Nations","Parc des Princes",Paris,France,False,False
1980-10-19,France,Japan,23,3,"1980 Japan Tour of Netherlands & France",Stadium,Toulouse,France,False,False
1980-10-29,"Natal Sharks",France,16,27,"1980 France Tour of South Africa",,,,False,False
1980-11-01,"Western Province",France,15,16,"1980 France Tour of South Africa",,,,False,False
1980-11-04,"South Africa Invitation XV",France,37,15,"1980 France Tour of South Africa",,,,False,False
1980-11-08,"South Africa",France,37,15,"1980 France Tour of South Africa","Loftus Versfeld",Pretoria,"South Africa",False,False
1980-11-23,Romania,France,15,0,"1980 Federation Internationale de Rugby Amateur Championship","Stadionul Giulesti",Bucuresti,Romania,False,False
1981-01-17,France,Scotland,16,9,"1981 Five Nations","Parc des Princes",Paris,France,False,False
1981-02-07,Ireland,France,13,19,"1981 Five Nations","Lansdowne Road",Dublin,Ireland,False,False
1981-03-07,France,Wales,19,15,"1981 Five Nations","Parc des Princes",Paris,France,False,False
1981-03-08,Italy,France,9,17,,,,,False,False
1981-03-21,England,France,12,16,"1981 Five Nations",Twickenham,London,England,False,False
1981-03-22,Spain,France,19,40,,"Sant Boi de Llobregat",Barcelona,Spain,False,False
1981-06-14,Queensland,France,15,18,"1981 France Tour of Australia",,,,False,False
1981-06-17,"Queensland Country",France,3,33,"1981 France Tour of Australia",,,,False,False
1981-06-19,Sydney,France,16,14,"1981 France Tour of Australia",,,,False,False
1981-06-24,Victoria,France,6,11,"1981 France Tour of Australia",,,,False,False
1981-06-27,"New South Wales",France,12,21,"1981 France Tour of Australia",,,,False,False
1981-07-01,ACT,France,7,50,"1981 France Tour of Australia",,,,False,False
1981-07-05,Australia,France,17,15,"1981 France Tour of Australia",Ballymore,Brisbane,Australia,False,False
1981-07-08,"New South Wales Country",France,12,13,"1981 France Tour of Australia",,,,False,False
1981-07-11,Australia,France,24,14,"1981 France Tour of Australia","Sydney Cricket Ground",Sydney,Australia,False,False
1981-11-01,France,Romania,17,9,"1981 Federation Internationale de Rugby Amateur Championship",,,,False,False
1981-11-14,France,"New Zealand",9,13,"1981 New Zealand Tour of France & Romania",Stadium,Toulouse,France,False,False
1981-11-21,France,"New Zealand",6,18,"1981 New Zealand Tour of France & Romania","Parc des Princes",Paris,France,False,False
1982-02-06,Wales,France,22,12,"1982 Five Nations","Cardiff Arms Park",Cardiff,Wales,False,False
1982-02-20,France,England,15,27,"1982 Five Nations","Parc des Princes",Paris,France,False,False
1982-02-21,France,Italy,25,19,,,,,False,False
1982-03-06,Scotland,France,16,7,"1982 Five Nations",Murrayfield,Edinburgh,Scotland,False,False
1982-03-20,France,Ireland,22,9,"1982 Five Nations","Parc des Princes",Paris,France,False,False
1982-06-13,Netherlands,France,0,4,,,,,False,False
1982-10-31,Romania,France,13,9,"1982 Federation Internationale de Rugby Amateur Championship",,,,False,False
1982-11-14,France,Argentina,25,12,"1982 Argentina Tour of France & Spain",Stadium,Toulouse,France,False,False
1982-11-20,France,Argentina,13,6,"1982 Argentina Tour of France & Spain","Parc des Princes",Paris,France,False,False
1983-01-15,England,France,15,19,"1983 Five Nations",Twickenham,London,England,False,False
1983-02-05,France,Scotland,19,15,"1983 Five Nations","Parc des Princes",Paris,France,False,False
1983-02-06,Italy,France,6,6,,,,,False,False
1983-02-19,Ireland,France,22,16,"1983 Five Nations","Lansdowne Road",Dublin,Ireland,False,False
1983-03-19,France,Wales,16,9,"1983 Five Nations","Parc des Princes",Paris,France,False,False
1983-04-10,Morocco,France,9,16,,,,,False,False
1983-06-05,France,Netherlands,10,0,,,,,False,False
1983-09-07,Morocco,France,15,25,,,,,False,False
1983-09-10,France,Spain,60,0,"1983 Mediterranean Games",,,,False,False
1983-09-13,France,Italy,26,12,,,,,False,False
1983-11-13,France,Australia,15,15,"1983 Australia Tour of Italy & France","Stade Marcel Michelin",Clermont-Ferrand,France,False,False
1983-11-19,France,Australia,15,6,"1983 Australia Tour of Italy & France","Parc des Princes",Paris,France,False,False
1983-12-04,France,Romania,26,15,"1983 Federation Internationale de Rugby Amateur Championship","Stade 7 Derniers",Toulouse,France,False,False
1984-01-21,France,Ireland,25,12,"1984 Five Nations","Parc des Princes",Paris,France,False,False
1984-02-18,Wales,France,16,21,"1984 Five Nations","Cardiff Arms Park",Cardiff,Wales,False,False
1984-02-19,France,Italy,38,16,,,,,False,False
1984-03-03,France,England,32,18,"1984 Five Nations","Parc des Princes",Paris,France,False,False
1984-03-04,France,Morocco,45,10,,,,,False,False
1984-03-17,Scotland,France,21,12,"1984 Five Nations",Murrayfield,Edinburgh,Scotland,False,False
1984-05-27,Netherlands,France,0,3,,,,,False,False
1984-06-02,Taranaki,France,18,30,"1984 France Tour of New Zealand",,,,False,False
1984-06-06,Marlborough,France,9,36,"1984 France Tour of New Zealand",,,,False,False
1984-06-09,Wellington,France,18,38,"1984 France Tour of New Zealand",,,,False,False
1984-06-12,Otago,France,10,20,"1984 France Tour of New Zealand",,,,False,False
1984-06-16,"New Zealand",France,10,9,"1984 France Tour of New Zealand","Lancaster Park",Christchurch,"New Zealand",False,False
1984-06-19,"Hawke's Bay",France,18,40,"1984 France Tour of New Zealand",,,,False,False
1984-06-23,"New Zealand",France,31,18,"1984 France Tour of New Zealand","Eden Park",Auckland,"New Zealand",False,False
1984-06-26,Counties,France,24,33,"1984 France Tour of New Zealand",,,,False,False
1984-09-30,Japan,France,0,52,"1984 France Tour of Japan","Hanazono Stadium",Osaka,Japan,False,False
1984-10-06,Tunisia,France,6,25,,,,,False,False
1984-10-07,Japan,France,12,40,"1984 France Tour of Japan","National Kasumigaoka Stadium",Tokyo,Japan,False,False
1984-11-10,Romania,France,3,18,"1984 Federation Internationale de Rugby Amateur Championship","Stadionul 23 August",Bucuresti,Romania,False,False
1985-02-02,England,France,9,9,"1985 Five Nations",Twickenham,London,England,False,False
1985-02-16,France,Scotland,11,3,"1985 Five Nations","Parc des Princes",Paris,France,False,False
1985-02-17,France,Spain,34,6,,"Stade Municipal","St Gaudens",France,False,False
1985-03-02,Ireland,France,15,15,"1985 Five Nations","Lansdowne Road",Dublin,Ireland,False,False
1985-03-03,Italy,France,9,22,,,,,False,False
1985-03-30,France,Wales,14,3,"1985 Five Nations","Parc des Princes",Paris,France,False,False
1985-06-02,France,Netherlands,20,0,,,,,False,False
1985-06-08,"San Isidro",France,18,41,"1985 France Tour of Argentina & Uruguay",,,,False,False
1985-06-12,Cuyo,France,6,64,"1985 France Tour of Argentina & Uruguay",,,,False,False
1985-06-15,"Buenos Aires",France,15,50,"1985 France Tour of Argentina & Uruguay",,,,False,False
1985-06-18,"Tucumán RC",France,7,24,"1985 France Tour of Argentina & Uruguay",,,,False,False
1985-06-22,Argentina,France,24,16,"1985 France Tour of Argentina & Uruguay","Ferro Carril Oeste Stadium","Buenos Aires",Argentina,False,False
1985-06-22,Italy,France,0,0,,,,,False,False
1985-06-25,"Santa Fé",France,7,82,"1985 France Tour of Argentina & Uruguay",,,,False,False
1985-06-29,Argentina,France,15,23,"1985 France Tour of Argentina & Uruguay","Ferro Carril Oeste Stadium","Buenos Aires",Argentina,False,False
1985-06-30,Uruguay,France,6,34,"1985 France Tour of Argentina & Uruguay","Estadio Charrua",Montevideo,Uruguay,False,False
1985-10-19,France,Japan,50,0,"1985 Japan Tour of France","Parc Municipal",Dax,France,False,False
1985-10-26,France,Japan,52,0,"1985 Japan Tour of France","Stade de la Beaujoire",Nantes,France,False,False
1985-11-01,Tunisia,France,0,33,,,,,False,False
1986-01-18,Scotland,France,18,17,"1986 Five Nations",Murrayfield,Edinburgh,Scotland,False,False
1986-02-01,France,Ireland,29,9,"1986 Five Nations","Parc des Princes",Paris,France,False,False
1986-02-15,France,Italy,18,0,,,,,False,False
1986-03-01,Wales,France,15,23,"1986 Five Nations","Cardiff Arms Park",Cardiff,Wales,False,False
1986-03-15,France,England,29,10,"1986 Five Nations","Parc des Princes",Paris,France,False,False
1986-03-22,Portugal,France,18,60,"1986 Federation Internationale de Rugby Amateur Championship","Estádio Pina Manique",Lisbon,Portugal,False,False
1986-04-12,France,Romania,25,13,"1986 Federation Internationale de Rugby Amateur Championship","Stade Grimpooris",Lille,France,False,False
1986-04-19,"Great Britain",France,8,14,,,,,False,False
1986-05-01,Netherlands,France,10,0,,,,,False,False
1986-05-18,France,Italy,12,0,,,,,False,False
1986-05-31,Argentina,France,15,13,"1986 France Tour of Argentina, Australia & New Zealand","Velez Sarsfield Stadium","Buenos Aires",Argentina,False,False
1986-06-03,"Argentina B",France,24,45,"1986 France Tour of Argentina, Australia & New Zealand",,,,False,False
1986-06-07,Argentina,France,9,22,"1986 France Tour of Argentina, Australia & New Zealand","Velez Sarsfield Stadium","Buenos Aires",Argentina,False,False
1986-06-15,Queensland,France,9,48,"1986 France Tour of Argentina, Australia & New Zealand",,,,False,False
1986-06-18,ACT,France,18,18,"1986 France Tour of Argentina, Australia & New Zealand",,,,False,False
1986-06-21,Australia,France,27,14,"1986 France Tour of Argentina, Australia & New Zealand","Sydney Cricket Ground",Sydney,Australia,False,False
1986-06-24,"North Auckland",France,19,30,"1986 France Tour of Argentina, Australia & New Zealand",,,,False,False
1986-06-28,"New Zealand",France,18,9,"1986 France Tour of Argentina, Australia & New Zealand","Lancaster Park",Christchurch,"New Zealand",False,False
1986-10-25,Romania,France,3,20,"1986 Federation Internationale de Rugby Amateur Championship","Stadionul Giulesti",Bucuresti,Romania,False,False
1986-11-08,France,"New Zealand",7,19,"1986 New Zealand Tour of France",Stadium,Toulouse,France,False,False
1986-11-15,France,"New Zealand",16,3,"1986 New Zealand Tour of France","Stade de la Beaujoire",Nantes,France,False,False
1987-02-07,France,Wales,16,9,"1987 Five Nations","Parc des Princes",Paris,France,False,False
1987-02-08,France,Portugal,38,6,"1987 Federation Internationale de Rugby Amateur Championship",,,,False,False
1987-02-21,England,France,15,19,"1987 Five Nations",Twickenham,London,England,False,False
1987-02-22,Italy,France,6,22,,,,,False,False
1987-03-07,France,Scotland,28,22,"1987 Five Nations","Parc des Princes",Paris,France,False,False
1987-03-21,Ireland,France,13,19,"1987 Five Nations","Lansdowne Road",Dublin,Ireland,False,False
1987-05-01,Tunisia,France,6,38,,,,,False,False
1987-05-02,France,"Great Britain",28,6,,,,,False,False
1987-05-07,France,Scotland,16,16,"1987 Scotland Tour of France",,,,False,False
1987-05-17,Italy,France,4,16,,,,,False,False
1987-05-23,France,Scotland,20,20,"Rugby World Cup 1987","Lancaster Park",Christchurch,"New Zealand",False,True
1987-05-28,France,Romania,55,12,"Rugby World Cup 1987","Athletic Park",Wellington,"New Zealand",False,True
1987-05-31,France,Netherlands,22,3,,,,,False,False
1987-06-02,France,Zimbabwe,70,12,"Rugby World Cup 1987","Eden Park",Auckland,"New Zealand",False,True
1987-06-07,Fiji,France,16,31,"Rugby World Cup 1987","Eden Park",Auckland,"New Zealand",False,True
1987-06-13,Australia,France,24,30,"Rugby World Cup 1987","Concord Oval",Sydney,Australia,False,True
1987-06-20,"New Zealand",France,29,9,"Rugby World Cup 1987","Eden Park",Auckland,"New Zealand",False,True
1987-09-16,Glasgow,France,9,38,"1987 France Tour of Scotland",,,,False,False
1987-09-19,Anglo-Scots,France,19,16,"1987 France Tour of Scotland",,,,False,False
1987-09-23,Edinburgh,France,9,22,"1987 France Tour of Scotland",,,,False,False
1987-09-26,"Scottish Select XV",France,15,12,"1987 France Tour of Scotland",,,,False,False
1987-11-11,France,Romania,49,3,"1987 Federation Internationale de Rugby Amateur Championship",,,,False,False
1988-01-16,France,England,10,9,"1988 Five Nations","Parc des Princes",Paris,France,False,False
1988-02-06,Scotland,France,23,12,"1988 Five Nations",Murrayfield,Edinburgh,Scotland,False,False
1988-02-07,France,Italy,19,9,,,,,False,False
1988-02-20,France,Ireland,25,6,"1988 Five Nations","Parc des Princes",Paris,France,False,False
1988-03-19,Wales,France,9,10,"1988 Five Nations","Cardiff Arms Park",Cardiff,Wales,False,False
1988-05-15,Spain,France,16,32,,"Ciudad Universitaria",Madrid,Spain,False,False
1988-05-21,France,Netherlands,13,3,,,,,False,False
1988-05-22,France,Italy,16,3,,,,,False,False
1988-05-23,France,"Great Britain",8,6,,,,,False,False
1988-06-04,"San Isidro",France,16,16,"1988 France Tour of Argentina",,,,False,False
1988-06-07,"Tucumán RC",France,18,18,"1988 France Tour of Argentina",,,,False,False
1988-06-11,"Buenos Aires",France,0,82,"1988 France Tour of Argentina",,,,False,False
1988-06-15,"Select XV",France,19,36,"1988 France Tour of Argentina",,,,False,False
1988-06-18,Argentina,France,15,18,"1988 France Tour of Argentina","Velez Sarsfield Stadium","Buenos Aires",Argentina,False,False
1988-06-21,Rosario,France,9,42,"1988 France Tour of Argentina",,,,False,False
1988-06-25,Argentina,France,18,6,"1988 France Tour of Argentina","Velez Sarsfield Stadium","Buenos Aires",Argentina,False,False
1988-06-27,Paraguay,France,12,106,"1988 France Tour of Argentina",,,,False,False
1988-11-05,France,Argentina,29,9,"1988 Argentina Tour of France","Stade de la Beaujoire",Nantes,France,False,False
1988-11-12,France,Argentina,28,18,"1988 Argentina Tour of France","Estadio Niort",Lille,France,False,False
1988-11-26,Romania,France,12,16,"1988 Federation Internationale de Rugby Amateur Championship","Stadionul Giulesti",Bucuresti,Romania,False,False
1988-11-27,Belgium,France,0,66,,,,,False,False
1989-01-21,Ireland,France,21,26,"1989 Five Nations","Lansdowne Road",Dublin,Ireland,False,False
1989-02-18,France,Wales,31,12,"1989 Five Nations","Parc des Princes",Paris,France,False,False
1989-02-19,Italy,France,12,40,,,,,False,False
1989-03-04,"Great Britain",France,13,0,,,,,False,False
1989-03-04,England,France,11,0,"1989 Five Nations",Twickenham,London,England,False,False
1989-03-18,France,Scotland,19,3,"1989 Five Nations","Parc des Princes",Paris,France,False,False
1989-03-19,France,Spain,57,7,,,,,False,False
1989-05-02,Spain,France,0,28,,,,,False,False
1989-06-07,Counties,France,21,24,"1989 France Tour of New Zealand","Pukekohe Stadium",Pukekohe,"New Zealand",False,False
1989-06-10,Manawatu,France,23,28,"1989 France Tour of New Zealand","Palmerston Oval","Palmerston North","New Zealand",False,False
1989-06-13,Southland,France,12,7,"1989 France Tour of New Zealand","Rugby Park",Invercargill,"New Zealand",False,False
1989-06-17,"New Zealand",France,25,17,"1989 France Tour of New Zealand","Lancaster Park",Christchurch,"New Zealand",False,False
1989-06-21,"Seddon Shield XV",France,13,39,"1989 France Tour of New Zealand",,,,False,False
1989-06-24,Wellington,France,24,23,"1989 France Tour of New Zealand","Athletic Park",Wellington,"New Zealand",False,False
1989-06-27,"Bay of Plenty",France,18,22,"1989 France Tour of New Zealand",,,,False,False
1989-07-01,"New Zealand",France,34,20,"1989 France Tour of New Zealand","Eden Park",Auckland,"New Zealand",False,False
1989-10-04,France,"British & Irish Lions",27,29,,"Parc des Princes",Paris,France,False,False
1989-11-04,France,Australia,15,32,"1989 Australia Tour of Canada & France","Stade Meinau",Strasbourg,France,False,False
1989-11-11,France,Australia,25,19,"1989 Australia Tour of Canada & France","Stade du Nord",Villeneuve-d'Ascq,France,False,False
1990-01-20,Wales,France,19,29,"1990 Five Nations","Cardiff Arms Park",Cardiff,Wales,False,False
1990-02-03,France,England,7,26,"1990 Five Nations","Parc des Princes",Paris,France,False,False
1990-02-17,Scotland,France,21,0,"1990 Five Nations",Murrayfield,Edinburgh,Scotland,False,False
1990-02-18,France,Italy,22,12,,,,,False,False
1990-03-03,France,Ireland,31,12,"1990 Five Nations","Parc des Princes",Paris,France,False,False
1990-04-14,Netherlands,France,0,10,,,,,False,False
1990-05-24,France,Romania,6,12,"1990 Federation Internationale de Rugby Amateur Championship","Stade Patrice Brocas",Auch,France,False,False
1990-06-02,"New South Wales",France,12,19,"1990 France Tour of Australia",,,,False,False
1990-06-05,ACT,France,21,22,"1990 France Tour of Australia",,,,False,False
1990-06-09,Australia,France,21,9,"1990 France Tour of Australia","Aussie Stadium",Sydney,Australia,False,False
1990-06-13,"Australian Universities",France,19,26,"1990 France Tour of Australia",,,,False,False
1990-06-17,Queensland,France,15,3,"1990 France Tour of Australia",,,,False,False
1990-06-20,Sydney,France,36,26,"1990 France Tour of Australia",,,,False,False
1990-06-24,Australia,France,48,31,"1990 France Tour of Australia",Ballymore,Brisbane,Australia,False,False
1990-06-30,Australia,France,19,28,"1990 France Tour of Australia","Aussie Stadium",Sydney,Australia,False,False
1990-11-03,France,"New Zealand",3,24,"1990 New Zealand Tour of France","Stade de la Beaujoire",Nantes,France,False,False
1990-11-10,France,"New Zealand",12,30,"1990 New Zealand Tour of France","Parc des Princes",Paris,France,False,False
1991-01-19,France,Scotland,15,9,"1991 Five Nations","Parc des Princes",Paris,France,False,False
1991-02-02,Ireland,France,13,21,"1991 Five Nations","Lansdowne Road",Dublin,Ireland,False,False
1991-03-02,France,Wales,36,3,"1991 Five Nations","Parc des Princes",Paris,France,False,False
1991-03-02,Italy,France,9,15,"1991 Federation Internationale de Rugby Amateur Championship","Stadio Flaminio",Roma,Italy,False,False
1991-03-16,England,France,21,19,"1991 Five Nations",Twickenham,London,England,False,False
1991-04-28,Spain,France,6,24,,"Ciudad Universitaria",Madrid,Spain,False,False
1991-06-22,Romania,France,21,33,,,,,False,False
1991-07-10,"Western Union",France,15,42,"1991 France Tour of USA",,,,False,False
1991-07-13,USA,France,9,41,"1991 France Tour of USA",,,,False,False
1991-07-17,"USA B",France,6,61,"1991 France Tour of USA",,,,False,False
1991-07-20,USA,France,3,10,"1991 France Tour of USA",,,,False,False
1991-09-04,Wales,France,9,22,,"Cardiff Arms Park",Cardiff,Wales,False,False
1991-10-04,France,Romania,30,3,"Rugby World Cup 1991","Stade de la Mediterranee",Béziers,France,False,True
1991-10-08,France,Fiji,33,9,"Rugby World Cup 1991","Stade Lesdiguières",Grenoble,France,False,True
1991-10-13,France,Canada,19,13,"Rugby World Cup 1991","Stade Armandie",Agen,France,False,True
1991-10-19,France,England,10,19,"Rugby World Cup 1991","Parc des Princes",Paris,France,False,True
1992-01-01,Zimbabwe,France,15,42,,,,,False,False
1992-01-02,Zimbabwe,France,16,37,,,,,False,False
1992-02-01,Wales,France,9,12,"1992 Five Nations","Cardiff Arms Park",Cardiff,Wales,False,False
1992-02-15,France,England,13,31,"1992 Five Nations","Parc des Princes",Paris,France,False,False
1992-02-16,France,Italy,21,18,,,,,False,False
1992-03-07,Scotland,France,10,6,"1992 Five Nations",Murrayfield,Edinburgh,Scotland,False,False
1992-03-21,France,Ireland,44,12,"1992 Five Nations","Parc des Princes",Paris,France,False,False
1992-03-22,France,Spain,53,4,,,,,False,False
1992-05-28,France,Romania,25,6,"1992 Federation Internationale de Rugby Amateur Championship","Stade Jules Deschaseaux","Le Havre",France,False,False
1992-06-13,France,Spain,14,10,,,,,False,False
1992-06-16,Cordoba,France,20,62,"1992 France Tour of Argentina",,,,False,False
1992-06-20,"Buenos Aires",France,12,28,"1992 France Tour of Argentina","Velez Sarsfield Stadium","Buenos Aires",Argentina,False,False
1992-06-23,"Tucumán RC",France,25,23,"1992 France Tour of Argentina",,,,False,False
1992-06-27,"Invitation XV",France,18,32,"1992 France Tour of Argentina",,,,False,False
1992-06-30,Cuyo,France,32,30,"1992 France Tour of Argentina",,,,False,False
1992-07-04,Argentina,France,12,27,"1992 France Tour of Argentina","Velez Sarsfield Stadium","Buenos Aires",Argentina,False,False
1992-07-04,Rosario,France,8,6,"1992 France Tour of Argentina",,,,False,False
1992-07-11,Argentina,France,9,33,"1992 France Tour of Argentina","Velez Sarsfield Stadium","Buenos Aires",Argentina,False,False
1992-10-17,France,"South Africa",15,20,"1992 South Africa Tour of France & England","Stade de Gerland",Lyon,France,False,False
1992-10-24,France,"South Africa",29,16,"1992 South Africa Tour of France & England","Parc des Princes",Paris,France,False,False
1992-11-14,France,Argentina,20,24,"1992 Argentina Tour of Spain, France & Romania","Stade de la Beaujoire",Nantes,France,False,False
1992-11-15,France,Netherlands,24,0,,,,,False,False
1993-01-16,England,France,16,15,"1993 Five Nations",Twickenham,London,England,False,False
1993-02-06,France,Scotland,11,3,"1993 Five Nations","Parc des Princes",Paris,France,False,False
1993-02-20,Ireland,France,6,21,"1993 Five Nations","Lansdowne Road",Dublin,Ireland,False,False
1993-02-20,Italy,France,12,14,"1993 Federation Internationale de Rugby Amateur Championship","Stadio Comunale di Monigo",Treviso,Italy,False,False
1993-03-20,France,Wales,26,10,"1993 Five Nations","Parc des Princes",Paris,France,False,False
1993-04-04,Italy,France,0,24,,,,,False,False
1993-05-20,Romania,France,20,37,"1993 Federation Internationale de Rugby Amateur Championship","Stadionul Dinamo",Bucuresti,Romania,False,False
1993-05-30,Germany,France,27,71,,,,,False,False
1993-05-30,Morocco,France,12,34,,,,,False,False
1993-06-09,"Eastern Province",France,8,18,"1993 France Tour of South Africa","Boet Erasmus Stadium","Port Elizabeth","South Africa",False,False
1993-06-12,"Western Province",France,6,12,"1993 France Tour of South Africa","Newlands Stadium","Cape Town","South Africa",False,False
1993-06-15,"South Africa A",France,35,22,"1993 France Tour of South Africa","Basil Kenyon Stadium","East London","South Africa",False,False
1993-06-19,"Free State",France,22,22,"1993 France Tour of South Africa","Free State Stadium",Bloemfontein,"South Africa",False,False
1993-06-21,France,Morocco,86,0,,,,,False,False
1993-06-22,"Northern Transvaal",France,38,19,"1993 France Tour of South Africa","Loftus Versfeld",Pretoria,"South Africa",False,False
1993-06-23,France,Spain,55,5,,"Parc des sports et de l'Amitie",Narbonne,France,False,False
1993-06-25,France,Italy,31,6,,,,,False,False
1993-06-26,"South Africa",France,20,20,"1993 France Tour of South Africa","King's Park",Durban,"South Africa",False,False
1993-06-29,"South Africa Development XV",France,13,38,"1993 France Tour of South Africa","Welkom Stadium",Welkom,"South Africa",False,False
1993-07-03,"South Africa",France,17,18,"1993 France Tour of South Africa","Ellis Park",Johannesburg,"South Africa",False,False
1993-10-17,France,Romania,51,0,"1993 Federation Internationale de Rugby Amateur Championship","Stadium de Brive",Brive,France,False,False
1993-10-30,France,Australia,16,13,"1993 Australia Tour of USA, Canada & France","Parc Lescure",Bordeaux,France,False,False
1993-11-06,France,Australia,3,24,"1993 Australia Tour of USA, Canada & France","Parc des Princes",Paris,France,False,False
1993-11-11,Italy,France,16,9,,,,,False,False
1994-01-15,France,Ireland,35,15,"1994 Five Nations","Parc des Princes",Paris,France,False,False
1994-02-18,England,France,32,8,,,,,False,False
1994-02-19,Wales,France,24,15,"1994 Five Nations","Cardiff Arms Park",Cardiff,Wales,False,False
1994-03-05,France,England,14,18,"1994 Five Nations","Parc des Princes",Paris,France,False,False
1994-03-19,Scotland,France,12,20,"1994 Five Nations",Murrayfield,Edinburgh,Scotland,False,False
1994-03-20,France,Spain,49,3,,,,,False,False
1994-04-17,France,Japan,99,0,,,,,False,False
1994-06-01,"Canada A",France,31,34,"1994 France Tour of Canada & New Zealand",,,,False,False
1994-06-04,Canada,France,18,16,"1994 France Tour of Canada & New Zealand","Twin Elms Rugby Park",Ottawa,Canada,False,False
1994-06-09,Northland,France,23,28,"1994 France Tour of Canada & New Zealand",,,,False,False
1994-06-12,"North Harbour",France,27,23,"1994 France Tour of Canada & New Zealand",,,,False,False
1994-06-15,"Wairarapa Bush",France,9,53,"1994 France Tour of Canada & New Zealand",,,,False,False
1994-06-18,"New Zealand XV",France,25,33,"1994 France Tour of Canada & New Zealand",,,,False,False
1994-06-22,"Nelson Bays",France,18,46,"1994 France Tour of Canada & New Zealand",,,,False,False
1994-06-26,"New Zealand",France,8,22,"1994 France Tour of Canada & New Zealand","Lancaster Park",Christchurch,"New Zealand",False,False
1994-06-29,"Hawke's Bay",France,30,25,"1994 France Tour of Canada & New Zealand",,,,False,False
1994-07-03,"New Zealand",France,20,23,"1994 France Tour of Canada & New Zealand","Eden Park",Auckland,"New Zealand",False,False
1994-12-04,Italy,France,9,14,,,,,False,False
1994-12-17,France,Canada,28,9,"1994 Canada Tour of Europe","Stade Leo Lagrange",Besancon,France,False,False
1995-01-21,France,Wales,21,9,"1995 Five Nations","Parc des Princes",Paris,France,False,False
1995-02-04,England,France,31,10,"1995 Five Nations",Twickenham,London,England,False,False
1995-02-18,France,Scotland,21,23,"1995 Five Nations","Parc des Princes",Paris,France,False,False
1995-03-04,Ireland,France,7,25,"1995 Five Nations","Lansdowne Road",Dublin,Ireland,False,False
